"","formid","speciesid","abundance","X","id","fish_memberid","region","site","familyid","timecode","site4","site1","comments","memberid","exp","type","geogr","geogr4","geogr1","latitude","longitude","date","stemp","btemp","btime","start","visibility","averagedepth","maxdepth","current","year","month","day","occ","exp_binary","abundance2","abund_trans","site_dmy"
"10037234",5171183,96,0,11192690,11198231,58359,"TWA",34030014,53,16,3403,3,"NULL",58359,"E",1,34030014,3403,3,0,0,2020-07-26,"0","84","60","16","3","4","4","3",2020,7,26,0,1,1,0,"340300142672020"
"10037802",5171194,96,0,11203613,11209154,4572,"TWA",32010005,46,12,3201,3,"NULL",4572,"N",1,32010005,3201,3,0,0,2020-08-23,"80","0","95","12","2","1","1","1",2020,8,23,0,0,1,0,"baseline"
"10038370",5171200,96,1,11204110,11209651,41834,"TWA",21010007,64,17,2101,2,"NULL",41834,"E",1,21010007,2101,2,0,0,2020-08-02,"85","78","55","17","2","7","8","2",2020,8,2,1,1,2,1,"baseline"
"10038938",5171203,96,0,11203573,11209114,3217,"TWA",33010059,44,12,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-24,"87","87","45","12","2","3","3","1",2020,8,24,0,1,1,0,"330100592482020"
"10039506",5171204,96,0,11203565,11209106,3217,"TWA",33010059,4,13,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-24,"87","87","55","13","2","3","3","1",2020,8,24,0,1,1,0,"330100592482020"
"10040074",5171211,96,2,11203734,11209275,52284,"TWA",33010005,64,9,3301,3,"NULL",52284,"N",1,33010005,3301,3,0,0,2020-08-22,"81","82","37","9","4","9","10","1",2020,8,22,1,0,3,2,"baseline"
"10040642",5171234,96,0,11203696,11209237,3217,"TWA",33010059,41,14,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-25,"87","87","50","14","3","3","3","2",2020,8,25,0,1,1,0,"330100592582020"
"10041210",5171235,96,0,11203667,11209208,3217,"TWA",33010059,34,15,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-25,"87","87","45","15","3","3","3","2",2020,8,25,0,1,1,0,"330100592582020"
"10041778",5171260,96,0,11203558,11209099,53967,"TWA",34030008,38,9,3403,3,"NULL",53967,"N",1,34030008,3403,3,0,0,2020-08-19,"90","84","45","9","3","4","5","3",2020,8,19,0,0,1,0,"baseline"
"10042346",5171262,96,0,11203541,11209082,53967,"TWA",34030023,1,14,3403,3,"NULL",53967,"N",1,34030023,3403,3,0,0,2020-08-19,"90","84","45","14","3","4","4","3",2020,8,19,0,0,1,0,"baseline"
"10042914",5171264,96,0,11203578,11209119,10466,"TWA",33010059,34,13,3301,3,"NULL",10466,"E",1,33010059,3301,3,0,0,2020-08-25,"0","85","60","13","2","3","3","2",2020,8,25,0,1,1,0,"330100592582020"
"10043482",5171265,96,0,11203539,11209080,10466,"TWA",33010059,65,14,3301,3,"NULL",10466,"E",1,33010059,3301,3,0,0,2020-08-25,"0","85","60","14","2","3","3","2",2020,8,25,0,1,1,0,"330100592582020"
"10044050",5171266,96,0,11203567,11209108,10466,"TWA",33010059,10,15,3301,3,"NULL",10466,"E",1,33010059,3301,3,0,0,2020-08-25,"0","85","51","15","2","3","3","3",2020,8,25,0,1,1,0,"330100592582020"
"10044618",5171276,96,0,11203566,11209107,4572,"TWA",33010059,53,15,3301,3,"NULL",4572,"N",1,33010059,3301,3,0,0,2020-08-26,"82","0","90","15","2","1","1","2",2020,8,26,0,0,1,0,"baseline"
"10045186",5171302,96,0,11203597,11209138,64178,"TWA",34080008,34,12,3408,3,"NULL",64178,"N",1,34080008,3408,3,0,0,2020-08-20,"86","86","40","12","4","3","4","1",2020,8,20,0,0,1,0,"baseline"
"10045754",5171360,96,0,11224276,11229817,10466,"TWA",23010043,60,10,2301,2,"NULL",10466,"E",1,23010043,2301,2,0,0,2020-08-29,"0","85","48","10","1","6","6","3",2020,8,29,0,1,1,0,"baseline"
"10046322",5171361,96,0,11224504,11230045,10466,"TWA",23010033,16,11,2301,2,"NULL",10466,"E",1,23010033,2301,2,0,0,2020-08-29,"0","85","63","11","2","6","6","3",2020,8,29,0,1,1,0,"baseline"
"10046890",5171392,96,0,11224486,11230027,3217,"TWA",33010059,70,8,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-31,"86","86","40","8","3","3","3","3",2020,8,31,0,1,1,0,"330100593182020"
"10047458",5171393,96,0,11224171,11229712,3217,"TWA",33010059,38,9,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-08-31,"86","86","40","9","3","3","3","3",2020,8,31,0,1,1,0,"330100593182020"
"10048026",5171417,96,0,11224167,11229708,3217,"TWA",33010059,38,8,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-01,"86","86","40","8","4","3","3","2",2020,9,1,0,1,1,0,"33010059192020"
"10048594",5171418,96,0,11224436,11229977,3217,"TWA",33010059,65,9,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-01,"86","86","40","9","4","3","3","2",2020,9,1,0,1,1,0,"33010059192020"
"10049162",5171419,96,0,11224210,11229751,3217,"TWA",33010059,51,10,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-01,"86","86","40","10","4","3","3","2",2020,9,1,0,1,1,0,"33010059192020"
"10049730",5171420,96,0,11224229,11229770,3217,"TWA",33010059,65,11,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-01,"86","86","40","11","3","1","1","2",2020,9,1,0,1,1,0,"33010059192020"
"10050298",5171435,96,0,11224137,11229678,4572,"TWA",32010005,64,7,3201,3,"NULL",4572,"N",1,32010005,3201,3,0,0,2020-08-29,"80","0","60","7","2","1","1","1",2020,8,29,0,0,1,0,"baseline"
"10050866",5171444,96,0,11224196,11229737,3217,"TWA",33010059,60,8,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-02,"85","85","40","8","3","3","4","2",2020,9,2,0,1,1,0,"33010059292020"
"10051434",5171445,96,0,11224170,11229711,3217,"TWA",33010059,14,9,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-02,"85","85","40","9","3","3","4","2",2020,9,2,0,1,1,0,"33010059292020"
"10052002",5171446,96,0,11224309,11229850,3217,"TWA",33010059,60,10,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-02,"85","85","40","10","3","3","3","2",2020,9,2,0,1,1,0,"33010059292020"
"10052570",5171447,96,0,11224293,11229834,3217,"TWA",33010059,53,11,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-02,"85","85","30","11","3","1","1","2",2020,9,2,0,1,1,0,"33010059292020"
"10053138",5171493,96,0,11224146,11229687,3217,"TWA",33010059,61,9,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-03,"86","86","40","9","4","3","4","1",2020,9,3,0,1,1,0,"33010059392020"
"10053706",5171495,96,0,11224163,11229704,3217,"TWA",33010059,38,10,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-03,"86","86","50","10","4","3","4","2",2020,9,3,0,1,1,0,"33010059392020"
"10054274",5171496,96,0,11224264,11229805,3217,"TWA",33010059,126,11,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-03,"86","86","45","11","4","1","1","3",2020,9,3,0,1,1,0,"33010059392020"
"10054842",5171502,96,1,11224263,11229804,4572,"TWA",32010005,64,7,3201,3,"NULL",4572,"N",1,32010005,3201,3,0,0,2020-09-03,"82","0","60","7","2","1","1","1",2020,9,3,1,0,2,1,"baseline"
"10055410",5171521,96,0,11224126,11229667,47416,"TWA",33010059,34,10,3301,3,"NULL",47416,"E",1,33010059,3301,3,0,0,2020-09-03,"84","84","56","10","3","3","4","2",2020,9,3,0,1,1,0,"33010059392020"
"10055978",5171525,96,0,11224248,11229789,3217,"TWA",33010059,34,8,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-04,"86","86","35","8","3","1","1","2",2020,9,4,0,1,1,0,"33010059492020"
"10056546",5171526,96,0,11224348,11229889,3217,"TWA",33010059,61,9,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-04,"86","86","50","9","4","3","4","1",2020,9,4,0,1,1,0,"33010059492020"
"10057114",5171527,96,0,11224230,11229771,3217,"TWA",33010059,53,10,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-04,"86","86","55","10","4","3","3","2",2020,9,4,0,1,1,0,"33010059492020"
"10057682",5171528,96,0,11224203,11229744,3217,"TWA",33010059,75,12,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-04,"86","86","50","12","3","1","1","2",2020,9,4,0,1,1,0,"33010059492020"
"10058250",5171544,96,0,11224140,11229681,10466,"TWA",23010018,65,10,2301,2,"NULL",10466,"E",1,23010018,2301,2,0,0,2020-09-04,"0","85","63","10","2","6","6","2",2020,9,4,0,1,1,0,"baseline"
"10058818",5171549,96,0,11224331,11229872,3217,"TWA",33010059,1,9,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-05,"86","86","35","9","4","1","1","2",2020,9,5,0,1,1,0,"33010059592020"
"10059386",5171550,96,0,11224386,11229927,3217,"TWA",33010059,70,10,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-05,"86","86","45","10","5","3","4","1",2020,9,5,0,1,1,0,"33010059592020"
"10059954",5171551,96,0,11224258,11229799,3217,"TWA",33010059,41,11,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-05,"86","86","60","11","4","3","3","2",2020,9,5,0,1,1,0,"33010059592020"
"10060522",5171552,96,0,11224144,11229685,3217,"TWA",33010059,54,12,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-05,"86","86","50","12","3","1","1","2",2020,9,5,0,1,1,0,"33010059592020"
"10061090",5171560,96,0,11224257,11229798,45695,"TWA",33010059,70,9,3301,3,"NULL",45695,"E",1,33010059,3301,3,0,0,2020-09-03,"84","84","103","9","3","3","4","2",2020,9,3,0,1,1,0,"33010059392020"
"10061658",5171561,96,0,11233207,11238748,4572,"TWA",32010005,34,11,3201,3,"NULL",4572,"N",1,32010005,3201,3,0,0,2020-09-05,"83","0","60","11","2","1","1","1",2020,9,5,0,0,1,0,"baseline"
"10062226",5171580,96,0,11224347,11229888,36395,"TWA",34030031,54,14,3403,3,"NULL",36395,"N",1,34030031,3403,3,0,0,2020-08-30,"0","0","60","14","3","4","4","2",2020,8,30,0,0,1,0,"baseline"
"10062794",5171626,96,0,11232918,11238459,3217,"TWA",33010059,38,12,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-09,"87","87","40","12","3","3","4","2",2020,9,9,0,1,1,0,"baseline"
"10063362",5171627,96,0,11232490,11238031,3217,"TWA",33010059,34,8,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-16,"85","85","40","8","3","3","4","2",2020,9,16,0,1,1,0,"330100591692020"
"10063930",5171673,96,0,11232878,11238419,3217,"TWA",33010059,31,12,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-08,"87","87","40","12","3","3","4","2",2020,9,8,0,1,1,0,"33010059892020"
"10064498",5171674,96,0,11232737,11238278,3217,"TWA",33010059,119,13,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-08,"87","87","50","13","3","3","3","2",2020,9,8,0,1,1,0,"33010059892020"
"10065066",5171747,96,0,11233218,11238759,47416,"TWA",33010059,51,14,3301,3,"NULL",47416,"E",1,33010059,3301,3,0,0,2020-09-10,"86","86","113","14","2","3","4","3",2020,9,10,0,1,1,0,"baseline"
"10065634",5171890,96,0,11233010,11238551,3217,"TWA",33010059,20,9,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-16,"85","85","40","9","3","3","3","2",2020,9,16,0,1,1,0,"330100591692020"
"10066202",5171912,96,0,11233050,11238591,48357,"TWA",34030011,54,14,3403,3,"NULL",48357,"E",1,34030011,3403,3,0,0,2020-09-15,"86","85","34","14","3","8","10","2",2020,9,15,0,1,1,0,"baseline"
"10066770",5171931,96,0,11233239,11238780,3217,"TWA",33010059,30,8,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-17,"85","85","45","8","3","3","4","2",2020,9,17,0,1,1,0,"330100591792020"
"10067338",5171932,96,0,11232749,11238290,3217,"TWA",33010059,64,9,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-17,"85","85","45","9","3","3","3","2",2020,9,17,0,1,1,0,"330100591792020"
"10067906",5171952,96,0,11233628,11239169,4572,"TWA",32010005,38,14,3201,3,"NULL",4572,"N",1,32010005,3201,3,0,0,2020-09-10,"83","0","60","14","2","1","1","1",2020,9,10,0,0,1,0,"baseline"
"10068474",5171989,96,0,11233394,11238935,3217,"TWA",33010059,75,8,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-18,"85","85","45","8","3","3","4","1",2020,9,18,0,1,1,0,"330100591892020"
"10069042",5171990,96,0,11232739,11238280,3217,"TWA",33010059,38,9,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-18,"85","85","65","9","3","3","3","1",2020,9,18,0,1,1,0,"330100591892020"
"10069610",5171992,96,0,11232728,11238269,3217,"TWA",33010059,53,11,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-18,"85","85","35","11","3","1","1","2",2020,9,18,0,1,1,0,"330100591892020"
"10070178",5172020,96,0,11232963,11238504,3217,"TWA",33010059,34,8,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-19,"86","86","30","8","3","1","1","1",2020,9,19,0,1,1,0,"330100591992020"
"10070746",5172022,96,0,11233241,11238782,3217,"TWA",33010059,75,9,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-19,"86","86","65","9","3","3","4","1",2020,9,19,0,1,1,0,"330100591992020"
"10071314",5172023,96,0,11232569,11238110,3217,"TWA",33010059,14,10,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-19,"86","86","55","10","3","3","3","1",2020,9,19,0,1,1,0,"330100591992020"
"10071882",5172125,96,0,11233555,11239096,4572,"TWA",33010104,14,10,3301,3,"NULL",4572,"N",1,33010104,3301,3,0,0,2020-09-19,"83","0","60","10","1","1","1","2",2020,9,19,0,0,1,0,"baseline"
"10072450",5172129,96,0,11232649,11238190,58359,"TWA",34030011,34,15,3403,3,"NULL",58359,"E",1,34030011,3403,3,0,0,2020-09-20,"0","85","63","15","2","5","7","2",2020,9,20,0,1,1,0,"340300112092020"
"10073018",5172136,96,0,11233176,11238717,52284,"TWA",33010059,60,9,3301,3,"NULL",52284,"N",1,33010059,3301,3,0,0,2020-09-18,"81","80","114","9","2","3","4","2",2020,9,18,0,0,1,0,"330100591892020"
"10073586",5172138,96,0,11232584,11238125,5054,"TWA",34030011,54,15,3403,3,"NULL",5054,"E",1,34030011,3403,3,0,0,2020-09-20,"86","86","63","15","3","5","6","3",2020,9,20,0,1,1,0,"340300112092020"
"10074154",5172149,96,0,11232531,11238072,48357,"TWA",34030011,34,14,3403,3,"NULL",48357,"E",1,34030011,3403,3,0,0,2020-09-19,"86","86","46","14","3","5","5","1",2020,9,19,0,1,1,0,"baseline"
"10074722",5172309,96,0,11233032,11238573,75304,"TWA",34030009,1,10,3403,3,"NULL",75304,"N",1,34030009,3403,3,0,0,2020-09-26,"0","0","38","10","3","3","4","2",2020,9,26,0,0,1,0,"baseline"
"10075290",5172314,96,0,11232576,11238117,36395,"TWA",34030008,38,14,3403,3,"NULL",36395,"N",1,34030008,3403,3,0,0,2020-09-20,"86","84","60","14","3","5","5","3",2020,9,20,0,0,1,0,"baseline"
"10075858",5172316,96,0,11233526,11239067,36395,"TWA",34030011,14,16,3403,3,"NULL",36395,"N",1,34030011,3403,3,0,0,2020-09-20,"86","84","60","16","3","5","6","3",2020,9,20,0,0,1,0,"340300112092020"
"10076426",5172317,96,0,11232614,11238155,22138,"TWA",34030182,60,15,3403,3,"NULL",22138,"N",1,34030182,3403,3,0,0,2020-08-11,"0","85","62","15","4","4","4","3",2020,8,11,0,0,1,0,"340301821182020"
"10076994",5172321,96,0,11232982,11238523,22138,"TWA",33010059,54,15,3301,3,"NULL",22138,"N",1,33010059,3301,3,0,0,2020-09-06,"0","90","69","15","3","3","4","2",2020,9,6,0,0,1,0,"baseline"
"10077562",5172339,96,0,11232884,11238425,4572,"TWA",32010005,1,17,3201,3,"NULL",4572,"N",1,32010005,3201,3,0,0,2020-09-26,"82","0","60","17","1","1","1","1",2020,9,26,0,0,1,0,"baseline"
"10078130",5172340,96,0,11232664,11238205,10466,"TWA",23010043,7,10,2301,2,"NULL",10466,"E",1,23010043,2301,2,0,0,2020-09-26,"0","80","58","10","1","6","6","3",2020,9,26,0,1,1,0,"baseline"
"10078698",5172341,96,1,11246610,11252151,10466,"TWA",23010033,64,12,2301,2,"NULL",10466,"E",1,23010033,2301,2,0,0,2020-09-26,"0","80","58","12","1","6","6","3",2020,9,26,1,1,2,1,"baseline"
"10079266",5172400,96,0,11267332,11272873,7738,"TWA",34030038,14,10,3403,3,"NULL",7738,"E",1,34030038,3403,3,0,0,2020-09-28,"0","82","28","10","2","7","11","1",2020,9,28,0,1,1,0,"baseline"
"10079834",5172401,96,0,11266965,11272506,7738,"TWA",34030011,34,11,3403,3,"NULL",7738,"E",1,34030011,3403,3,0,0,2020-09-28,"0","81","60","11","3","5","6","3",2020,9,28,0,1,1,0,"baseline"
"10080402",5172423,96,0,11266451,11271992,12885,"TWA",34030011,60,15,3403,3,"NULL",12885,"N",1,34030011,3403,3,0,0,2020-09-20,"0","86","65","15","3","5","6","3",2020,9,20,0,0,1,0,"340300112092020"
"10080970",5172431,96,0,11266481,11272022,48357,"TWA",34030014,54,14,3403,3,"NULL",48357,"E",1,34030014,3403,3,0,0,2020-09-28,"84","85","45","14","4","4","5","3",2020,9,28,0,1,1,0,"baseline"
"10081538",5172455,96,0,11266876,11272417,3217,"TWA",33010059,38,8,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-30,"86","86","45","8","3","3","4","2",2020,9,30,0,1,1,0,"330100593092020"
"10082106",5172456,96,0,11266695,11272236,3217,"TWA",33010059,31,9,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-09-30,"86","86","45","9","3","3","3","2",2020,9,30,0,1,1,0,"330100593092020"
"10082674",5172477,96,0,11266557,11272098,2948,"TWA",34030014,38,10,3403,3,"NULL",2948,"E",1,34030014,3403,3,0,0,2020-09-30,"87","87","62","10","4","4","4","3",2020,9,30,0,1,1,0,"340300143092020"
"10083242",5172491,96,0,11266522,11272063,12885,"TWA",34030014,45,14,3403,3,"NULL",12885,"N",1,34030014,3403,3,0,0,2020-09-30,"0","86","61","14","4","4","4","3",2020,9,30,0,0,1,0,"340300143092020"
"10083810",5172512,96,0,11266459,11272000,2948,"TWA",34030182,31,14,3403,3,"NULL",2948,"E",1,34030182,3403,3,0,0,2020-10-01,"86","86","60","14","4","4","4","2",2020,10,1,0,1,1,0,"340301821102020"
"10084378",5172523,96,0,11266692,11272233,29316,"TWA",34030014,117,14,3403,3,"NULL",29316,"N",1,34030014,3403,3,0,0,2020-09-30,"85","85","64","14","4","4","4","2",2020,9,30,0,0,1,0,"340300143092020"
"10084946",5172528,96,0,11266712,11272253,3217,"TWA",33010059,30,8,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-10-02,"85","85","40","8","3","3","4","2",2020,10,2,0,1,1,0,"330100592102020"
"10085514",5172530,96,0,11266464,11272005,3217,"TWA",33010059,117,9,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-10-02,"85","85","50","9","3","3","3","1",2020,10,2,0,1,1,0,"330100592102020"
"10086082",5172556,96,0,11266446,11271987,3217,"TWA",33010059,111,8,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-10-03,"84","84","30","8","2","1","1","2",2020,10,3,0,1,1,0,"330100593102020"
"10086650",5172557,96,0,11267004,11272545,3217,"TWA",33010059,34,9,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-10-03,"84","84","40","9","3","3","4","2",2020,10,3,0,1,1,0,"330100593102020"
"10087218",5172559,96,0,11266666,11272207,3217,"TWA",33010059,63,10,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-10-03,"84","84","75","10","3","3","3","2",2020,10,3,0,1,1,0,"330100593102020"
"10087786",5172566,96,0,11266772,11272313,74898,"TWA",34060020,38,10,3406,3,"NULL",74898,"N",1,34060020,3406,3,0,0,2020-10-01,"87","86","59","10","3","4","4","3",2020,10,1,0,0,1,0,"340600201102020"
"10088354",5172568,96,0,11266584,11272125,74898,"TWA",34080097,53,9,3408,3,"NULL",74898,"N",1,34080097,3408,3,0,0,2020-10-02,"85","80","47","9","5","8","11","3",2020,10,2,0,0,1,0,"340800972102020"
"10088922",5172569,96,0,11267406,11272947,74898,"TWA",34080097,38,11,3408,3,"NULL",74898,"N",1,34080097,3408,3,0,0,2020-10-02,"86","84","50","11","4","8","11","3",2020,10,2,0,0,1,0,"340800972102020"
"10089490",5172570,96,0,11266758,11272299,39750,"TWA",34080097,53,9,3408,3,"NULL",39750,"N",1,34080097,3408,3,0,0,2020-10-02,"87","85","47","9","5","8","11","3",2020,10,2,0,0,1,0,"340800972102020"
"10090058",5172571,96,2,11267831,11273372,74898,"TWA",34080097,64,13,3408,3,"NULL",74898,"N",1,34080097,3408,3,0,0,2020-10-02,"85","81","46","13","4","9","12","3",2020,10,2,1,0,3,2,"340800972102020"
"10090626",5172572,96,0,11266572,11272113,39750,"TWA",34080097,54,11,3408,3,"NULL",39750,"N",1,34080097,3408,3,0,0,2020-10-02,"87","86","51","11","4","8","11","3",2020,10,2,0,0,1,0,"340800972102020"
"10091194",5172573,96,2,11273119,11278660,74898,"TWA",34080097,64,15,3408,3,"NULL",74898,"N",1,34080097,3408,3,0,0,2020-10-02,"86","84","43","15","4","8","12","3",2020,10,2,1,0,3,2,"340800972102020"
"10091762",5172575,96,2,11271911,11277452,39750,"TWA",34080097,64,13,3408,3,"NULL",39750,"N",1,34080097,3408,3,0,0,2020-10-02,"86","85","46","13","4","9","12","3",2020,10,2,1,0,3,2,"340800972102020"
"10092330",5172576,96,2,11266606,11272147,39750,"TWA",34080097,64,15,3408,3,"NULL",39750,"N",1,34080097,3408,3,0,0,2020-10-02,"86","85","44","15","4","8","12","3",2020,10,2,1,0,3,2,"340800972102020"
"10092898",5172577,96,0,11266718,11272259,2948,"TWA",34030008,38,14,3403,3,"NULL",2948,"E",1,34030008,3403,3,0,0,2020-10-02,"86","86","63","14","4","5","5","2",2020,10,2,0,1,1,0,"340300082102020"
"10093466",5172581,96,0,11266441,11271982,48357,"TWA",34030182,54,14,3403,3,"NULL",48357,"E",1,34030182,3403,3,0,0,2020-10-01,"85","86","47","14","4","4","5","2",2020,10,1,0,1,1,0,"340301821102020"
"10094034",5172587,96,0,11266440,11271981,2948,"TWA",34030001,17,11,3403,3,"NULL",2948,"E",1,34030001,3403,3,0,0,2020-10-03,"85","85","60","11","4","4","4","2",2020,10,3,0,1,1,0,"340300013102020"
"10094602",5172607,96,0,11267228,11272769,3217,"TWA",33010059,1,9,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-10-04,"84","84","30","9","2","1","1","2",2020,10,4,0,1,1,0,"330100594102020"
"10095170",5172608,96,0,11266700,11272241,3217,"TWA",33010059,38,10,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-10-04,"84","84","40","10","3","3","4","2",2020,10,4,0,1,1,0,"330100594102020"
"10095738",5172609,96,0,11266802,11272343,3217,"TWA",33010059,30,11,3301,3,"NULL",3217,"E",1,33010059,3301,3,0,0,2020-10-04,"84","84","50","11","2","3","3","2",2020,10,4,0,1,1,0,"330100594102020"
"10096306",5172621,96,0,11266669,11272210,12885,"TWA",34030008,35,14,3403,3,"NULL",12885,"N",1,34030008,3403,3,0,0,2020-10-02,"0","86","62","14","4","4","5","3",2020,10,2,0,0,1,0,"340300082102020"
"10096874",5172623,96,0,11266501,11272042,12885,"TWA",34030001,31,11,3403,3,"NULL",12885,"N",1,34030001,3403,3,0,0,2020-10-02,"0","85","59","11","4","4","4","2",2020,10,2,0,0,1,0,"baseline"
"10097442",5172636,96,0,11266524,11272065,45695,"TWA",33010007,66,8,3301,3,"NULL",45695,"E",1,33010007,3301,3,0,0,2020-10-04,"82","82","42","8","3","7","10","1",2020,10,4,0,1,1,0,"330100074102020"
"10098010",5172640,96,0,11266795,11272336,45695,"TWA",33010426,38,10,3301,3,"NULL",45695,"E",1,33010426,3301,3,0,0,2020-10-04,"84","82","38","10","3","8","10","1",2020,10,4,0,1,1,0,"330104264102020"
"10098578",5172645,96,2,11273824,11279365,39750,"TWA",33010748,64,8,3301,3,"NULL",39750,"N",1,33010748,3301,3,0,0,2020-10-04,"85","84","58","8","3","8","10","1",2020,10,4,1,0,3,2,"330107484102020"
"10099146",5172646,96,0,11266763,11272304,39750,"TWA",33010146,41,10,3301,3,"NULL",39750,"N",1,33010146,3301,3,0,0,2020-10-04,"88","84","53","10","3","8","9","1",2020,10,4,0,0,1,0,"330101464102020"
"10099714",5172647,96,2,11273307,11278848,74898,"TWA",33010748,64,8,3301,3,"NULL",74898,"N",1,33010748,3301,3,0,0,2020-10-04,"83","80","57","8","3","8","10","1",2020,10,4,1,0,3,2,"330107484102020"
"10100282",5172648,96,0,11266477,11272018,74898,"TWA",33010146,54,10,3301,3,"NULL",74898,"N",1,33010146,3301,3,0,0,2020-10-04,"85","82","53","10","3","8","9","1",2020,10,4,0,0,1,0,"330101464102020"
"10100850",5172688,96,0,11266664,11272205,29316,"TWA",34030011,31,15,3403,3,"NULL",29316,"N",1,34030011,3403,3,0,0,2020-09-20,"86","86","64","15","3","5","6","2",2020,9,20,0,0,1,0,"340300112092020"
